timestamp_ms,found,x,y
1777283664842,1,74,189
1777283664875,1,74,189
1777283664909,1,74,189
1777283664944,1,74,189
1777283664977,1,75,188
1777283665009,1,75,188
1777283665044,1,75,188
1777283665076,1,76,188
1777283665109,1,76,188
1777283665144,1,76,188
1777283665176,1,77,189
1777283665209,1,77,189
1777283665242,1,77,189
1777283665275,1,78,189
1777283665309,1,78,189
1777283665344,1,79,189
1777283665376,1,80,190
1777283665409,1,80,190
1777283665444,1,80,190
1777283665476,1,81,190
1777283665509,1,81,190
1777283665544,1,82,190
1777283665576,1,83,190
1777283665609,1,83,190
1777283665644,1,84,190
1777283665676,1,84,190
1777283665709,1,84,190
1777283665744,1,85,190
1777283665776,1,85,190
1777283665809,1,85,190
1777283665844,1,86,190
1777283665876,1,86,190
1777283665909,1,86,190
1777283665944,1,87,190
1777283665976,1,87,189
1777283666009,1,87,189
1777283666044,1,87,189
1777283666076,1,87,189
1777283666109,1,87,189
1777283666144,1,87,189
1777283666176,1,87,189
1777283666209,1,87,189
1777283666244,1,87,189
1777283666276,1,87,188
1777283666309,1,87,189
1777283666344,1,86,189
1777283666376,1,86,189
1777283666409,1,86,189
1777283666444,1,86,189
1777283666476,1,86,189
1777283666509,1,86,189
1777283666542,1,85,189
1777283666575,1,85,189
1777283666609,1,85,189
1777283666642,1,85,188
1777283666675,1,85,188
1777283666709,1,84,188
1777283666744,1,84,188
1777283666776,1,84,188
1777283666809,1,84,188
1777283666844,1,83,188
1777283666875,1,83,188
1777283666909,1,83,187
1777283666944,1,83,187
1777283666976,1,82,187
1777283667009,1,82,187
1777283667043,1,82,186
1777283667076,1,82,186
1777283667109,1,82,186
1777283667142,1,82,185
1777283667175,1,82,185
1777283667209,1,82,185
1777283667244,1,82,184
1777283667276,1,82,184
1777283667309,1,82,184
1777283667344,1,81,184
1777283667376,1,81,184
1777283667409,1,81,183
1777283667444,1,81,183
1777283667476,1,81,183
1777283667509,1,81,183
1777283667542,1,81,183
1777283667575,1,81,183
1777283667609,1,81,183
1777283667644,1,81,183
1777283667676,1,81,183
1777283667709,1,81,183
1777283667744,1,81,183
1777283667776,1,81,183
1777283667809,1,81,183
1777283667844,1,81,183
1777283667876,1,81,183
1777283667909,1,81,183
1777283667944,1,81,184
1777283667976,1,81,184
1777283668009,1,81,184
1777283668044,1,81,184
1777283668076,1,81,184
1777283668109,1,81,184
1777283668144,1,82,184
1777283668176,1,82,184
